id,categorie,sous_categorie,difficulte,question,choix_a,choix_b,choix_c,choix_d,bonne_reponse,explication,reference,statut_revision,tags
DRAFT-0054,Pharmacologie et thérapeutique,Inflammation,moyen,Quel élément est prioritaire lorsque l'on évalue Corticostéroïdes systémiques ?,ils sont dépourvus d'effet immunologique,ils s'utilisent uniquement comme antiseptiques,une interruption brutale peut poser problème après un traitement prolongé,ils n'ont aucun effet métabolique,C,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0055,Pharmacologie et thérapeutique,Inflammation,facile,Quelle affirmation est la plus juste au sujet de Corticostéroïdes systémiques ?,ils s'utilisent uniquement comme antiseptiques,une interruption brutale peut poser problème après un traitement prolongé,ils n'ont aucun effet métabolique,ils sont dépourvus d'effet immunologique,B,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0056,Pharmacologie et thérapeutique,Inflammation,facile,"Pour une révision rapide, quelle réponse décrit correctement Corticostéroïdes systémiques ?",une interruption brutale peut poser problème après un traitement prolongé,ils n'ont aucun effet métabolique,ils sont dépourvus d'effet immunologique,ils s'utilisent uniquement comme antiseptiques,A,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0057,Pharmacologie et thérapeutique,Inflammation,moyen,Quel choix serait attendu pour une question centrée sur Corticostéroïdes systémiques ?,ils n'ont aucun effet métabolique,ils sont dépourvus d'effet immunologique,ils s'utilisent uniquement comme antiseptiques,une interruption brutale peut poser problème après un traitement prolongé,D,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0058,Pharmacologie et thérapeutique,Inflammation,difficile,Quelle notion est associée de façon pertinente à Corticostéroïdes systémiques ?,ils sont dépourvus d'effet immunologique,ils s'utilisent uniquement comme antiseptiques,une interruption brutale peut poser problème après un traitement prolongé,ils n'ont aucun effet métabolique,C,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0059,Pharmacologie et thérapeutique,Inflammation,moyen,Quelle réponse doit être privilégiée concernant Corticostéroïdes systémiques ?,ils s'utilisent uniquement comme antiseptiques,une interruption brutale peut poser problème après un traitement prolongé,ils n'ont aucun effet métabolique,ils sont dépourvus d'effet immunologique,B,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0060,Pharmacologie et thérapeutique,Inflammation,facile,Quel rappel est utile pour maîtriser Corticostéroïdes systémiques ?,une interruption brutale peut poser problème après un traitement prolongé,ils n'ont aucun effet métabolique,ils sont dépourvus d'effet immunologique,ils s'utilisent uniquement comme antiseptiques,A,une interruption brutale peut poser problème après un traitement prolongé. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,inflammation,corticostéroïdes systémiques"
DRAFT-0061,Pharmacologie et thérapeutique,Diabète,moyen,Quel énoncé est correct concernant Metformine ?,elle est une insuline rapide,elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,D,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0062,Pharmacologie et thérapeutique,Diabète,difficile,"Dans une situation d'examen, quel point faut-il retenir à propos de Metformine ?",elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,elle est une insuline rapide,C,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0063,Pharmacologie et thérapeutique,Diabète,moyen,Quelle proposition correspond le mieux à Metformine ?,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,elle est une insuline rapide,elle se dose par l'INR,B,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0064,Pharmacologie et thérapeutique,Diabète,facile,Quel élément est prioritaire lorsque l'on évalue Metformine ?,la fonction rénale doit être prise en compte,elle est une insuline rapide,elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,A,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0065,Pharmacologie et thérapeutique,Diabète,facile,Quelle affirmation est la plus juste au sujet de Metformine ?,elle est une insuline rapide,elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,D,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0066,Pharmacologie et thérapeutique,Diabète,moyen,"Pour une révision rapide, quelle réponse décrit correctement Metformine ?",elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,elle est une insuline rapide,C,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0067,Pharmacologie et thérapeutique,Diabète,difficile,Quel choix serait attendu pour une question centrée sur Metformine ?,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,elle est une insuline rapide,elle se dose par l'INR,B,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0068,Pharmacologie et thérapeutique,Diabète,moyen,Quelle notion est associée de façon pertinente à Metformine ?,la fonction rénale doit être prise en compte,elle est une insuline rapide,elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,A,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0069,Pharmacologie et thérapeutique,Diabète,facile,Quelle réponse doit être privilégiée concernant Metformine ?,elle est une insuline rapide,elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,D,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0070,Pharmacologie et thérapeutique,Diabète,facile,Quel rappel est utile pour maîtriser Metformine ?,elle se dose par l'INR,elle est indiquée pour traiter une hypoglycémie aiguë,la fonction rénale doit être prise en compte,elle est une insuline rapide,C,la fonction rénale doit être prise en compte. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,metformine"
DRAFT-0071,Pharmacologie et thérapeutique,Diabète,difficile,Quel énoncé est correct concernant Insuline rapide ?,elle supprime le besoin de surveillance glycémique,elle est liée au risque d'hypoglycémie si l'apport glucidique est insuffisant,elle corrige une infection bactérienne,elle se conserve toujours à température élevée,B,elle est liée au risque d'hypoglycémie si l'apport glucidique est insuffisant. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,Référence clinique à vérifier: pharmacologie générale et recommandations suisses applicables,a_verifier,"généré,diabète,insuline rapide"
